회사명,종목코드,업종,상장일,시장구분,yf_ticker
한국컴퓨터,054040,전자부품 제조업,2002-01-15,코스닥,054040.KQ
한국피아이엠,448900,자동차 신품 부품 제조업,2025-04-04,코스닥,448900.KQ
한글과컴퓨터,030520,소프트웨어 개발 및 공급업,1996-09-24,코스닥,030520.KQ
한솔아이원스,114810,특수 목적용 기계 제조업,2013-02-07,코스닥,114810.KQ
한스바이오메드,042520,의료용품 및 기타 의약 관련제품 제조업,2009-10-09,코스닥,042520.KQ
한일화학,007770,기초 화학물질 제조업,1992-09-07,코스닥,007770.KQ
한화플러스제5호스팩,498390,금융 지원 서비스업,2025-03-20,코스닥,498390.KQ
헥토파이낸셜,234340,기타 정보 서비스업,2019-07-12,코스닥,234340.KQ
현대공업,170030,자동차 신품 부품 제조업,2013-12-04,코스닥,170030.KQ
현대바이오랜드,052260,기타 화학제품 제조업,2001-05-17,코스닥,052260.KQ
형지I&C,011080,봉제의복 제조업,2004-07-02,코스닥,011080.KQ
휴비츠,065510,의료용 기기 제조업,2003-10-31,코스닥,065510.KQ
희림,037440,"건축기술, 엔지니어링 및 관련 기술 서비스업",2000-02-03,코스닥,037440.KQ
BF랩스,139050,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",2011-07-29,코스닥,139050.KQ
BGF에코머티리얼즈,126600,합성고무 및 플라스틱 물질 제조업,2010-11-12,코스닥,126600.KQ
DSC인베스트먼트,241520,신탁업 및 집합투자업,2016-12-19,코스닥,241520.KQ
DXVX,180400,기타 과학기술 서비스업,2015-11-20,코스닥,180400.KQ
HB솔루션,297890,특수 목적용 기계 제조업,2020-06-22,코스닥,297890.KQ
IBKS제22호스팩,448760,금융 지원 서비스업,2023-04-06,코스닥,448760.KQ
KBI메탈,024840,1차 비철금속 제조업,1994-12-29,코스닥,024840.KQ
KB제28호스팩,476470,금융 지원 서비스업,2024-05-17,코스닥,476470.KQ
KB제31호스팩,492220,금융 지원 서비스업,2024-12-12,코스닥,492220.KQ
KD,044180,건물 건설업,2000-11-16,코스닥,044180.KQ
KG이니시스,035600,소프트웨어 개발 및 공급업,2002-11-22,코스닥,035600.KQ
LS머트리얼즈,417200,전자부품 제조업,2023-12-12,코스닥,417200.KQ
NHN KCP,060250,금융 지원 서비스업,2002-01-08,코스닥,060250.KQ
NICE인프라,063570,기타 사업지원 서비스업,2006-07-14,코스닥,063570.KQ
SGC E&C,016250,건물 건설업,1999-12-28,코스닥,016250.KQ
SK증권제12호스팩,473000,금융 지원 서비스업,2024-05-07,코스닥,473000.KQ
SK증권제9호스팩,455910,금융 지원 서비스업,2023-07-21,코스닥,455910.KQ
TJ미디어,032540,영상 및 음향기기 제조업,1997-04-16,코스닥,032540.KQ
경남제약,053950,의약품 제조업,2001-11-06,코스닥,053950.KQ
고려제약,014570,의약품 제조업,2000-12-07,코스닥,014570.KQ
골프존,215000,소프트웨어 개발 및 공급업,2015-04-03,코스닥,215000.KQ
광진실업,026910,1차 철강 제조업,1996-01-03,코스닥,026910.KQ
교보14호스팩,456490,금융 지원 서비스업,2023-07-06,코스닥,456490.KQ
교보16호스팩,482520,금융 지원 서비스업,2024-08-13,코스닥,482520.KQ
국순당,043650,알코올음료 제조업,2000-08-24,코스닥,043650.KQ
국일제지,078130,기타 종이 및 판지 제품 제조업,2004-10-22,코스닥,078130.KQ
글로본,019660,상품 종합 도매업,1992-06-04,코스닥,019660.KQ
꿈비,407400,가구 제조업,2023-02-09,코스닥,407400.KQ
나노,187790,기초 화학물질 제조업,2014-05-08,코스닥,187790.KQ
나노씨엠에스,247660,전자부품 제조업,2021-03-09,코스닥,247660.KQ
나래나노텍,137080,특수 목적용 기계 제조업,2022-02-08,코스닥,137080.KQ
나무기술,242040,소프트웨어 개발 및 공급업,2016-09-07,코스닥,242040.KQ
나이벡,138610,의료용품 및 기타 의약 관련제품 제조업,2011-07-13,코스닥,138610.KQ
네오위즈,095660,소프트웨어 개발 및 공급업,2007-07-02,코스닥,095660.KQ
네오크레마,311390,기타 식품 제조업,2019-08-22,코스닥,311390.KQ
넥스턴바이오,089140,특수 목적용 기계 제조업,2006-11-01,코스닥,089140.KQ
넥스트칩,396270,반도체 제조업,2022-07-01,코스닥,396270.KQ
노바렉스,194700,기타 식품 제조업,2018-11-14,코스닥,194700.KQ
뉴로메카,348340,특수 목적용 기계 제조업,2022-11-04,코스닥,348340.KQ
뉴파워프라즈마,144960,특수 목적용 기계 제조업,2016-11-30,코스닥,144960.KQ
다날,064260,소프트웨어 개발 및 공급업,2004-07-23,코스닥,064260.KQ
다우데이타,032190,기계장비 및 관련 물품 도매업,1999-12-21,코스닥,032190.KQ
대림제지,017650,기타 종이 및 판지 제품 제조업,1994-11-07,코스닥,017650.KQ
대신밸런스제16호스팩,457630,금융 지원 서비스업,2023-09-04,코스닥,457630.KQ
대신밸런스제17호스팩,471050,금융 지원 서비스업,2024-01-24,코스닥,471050.KQ
대아티아이,045390,기타 전기장비 제조업,2001-05-17,코스닥,045390.KQ
대원,007680,건물 건설업,2017-12-01,코스닥,007680.KQ
대주전자재료,078600,전자부품 제조업,2004-12-10,코스닥,078600.KQ
더테크놀로지,043090,기타 전문 도매업,2001-10-11,코스닥,043090.KQ
동양파일,228340,"시멘트, 석회, 플라스터 및 그 제품 제조업",2016-04-06,코스닥,228340.KQ
동일기연,032960,전자부품 제조업,1997-07-18,코스닥,032960.KQ
동일스틸럭스,023790,1차 철강 제조업,1994-11-07,코스닥,023790.KQ
듀오백,073190,가구 제조업,2004-02-06,코스닥,073190.KQ
디모아,016670,기타 전문 도매업,1993-04-21,코스닥,016670.KQ
디아이티,110990,특수 목적용 기계 제조업,2018-08-07,코스닥,110990.KQ
디어유,376300,소프트웨어 개발 및 공급업,2021-11-10,코스닥,376300.KQ
디에이피,066900,전자부품 제조업,2004-05-14,코스닥,066900.KQ
디엔에프,092070,기타 화학제품 제조업,2007-11-16,코스닥,092070.KQ
디이엔티,079810,기타 전기장비 제조업,2005-01-26,코스닥,079810.KQ
디지털대성,068930,일반 교습 학원,2003-10-17,코스닥,068930.KQ
디케이앤디,263020,플라스틱제품 제조업,2018-11-20,코스닥,263020.KQ
레이저옵텍,199550,의료용 기기 제조업,2024-02-01,코스닥,199550.KQ
로보로보,215100,기타 전기장비 제조업,2015-04-22,코스닥,215100.KQ
로스웰,900260,기타 금융업,2016-06-30,코스닥,900260.KQ
로지시스,067730,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",2015-07-29,코스닥,067730.KQ
리튬포어스,073570,그외 기타 제품 제조업,2004-01-06,코스닥,073570.KQ
링크제니시스,219420,소프트웨어 개발 및 공급업,2018-02-05,코스닥,219420.KQ
매일유업,267980,동·식물성 유지 및 낙농제품 제조업,2017-06-05,코스닥,267980.KQ
메가스터디,072870,"서적, 잡지 및 기타 인쇄물 출판업",2004-12-21,코스닥,072870.KQ
메가엠디,133750,일반 교습 학원,2015-12-18,코스닥,133750.KQ
메쎄이상,408920,기타 사업지원 서비스업,2022-03-07,코스닥,408920.KQ
모비스,250060,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",2016-09-08,코스닥,250060.KQ
모아라이프플러스,142760,자연과학 및 공학 연구개발업,2016-07-07,코스닥,142760.KQ
모트렉스,118990,자동차 신품 부품 제조업,2017-08-04,코스닥,118990.KQ
모티브링크,463480,전자부품 제조업,2025-02-20,코스닥,463480.KQ
무림SP,001810,"펄프, 종이 및 판지 제조업",2000-01-04,코스닥,001810.KQ
미디어젠,279600,소프트웨어 개발 및 공급업,2019-11-05,코스닥,279600.KQ
미래생명자원,218150,동물용 사료 및 조제식품 제조업,2015-06-18,코스닥,218150.KQ
미래에셋비전스팩2호,446190,금융 지원 서비스업,2023-02-24,코스닥,446190.KQ
미래에셋비전스팩3호,448830,금융 지원 서비스업,2023-04-07,코스닥,448830.KQ
미래에셋비전스팩4호,477380,금융 지원 서비스업,2024-05-29,코스닥,477380.KQ
박셀바이오,323990,자연과학 및 공학 연구개발업,2020-09-22,코스닥,323990.KQ
버킷스튜디오,066410,전기 통신업,2003-12-19,코스닥,066410.KQ
보광산업,225530,기타 비금속 광물제품 제조업,2015-12-17,코스닥,225530.KQ
보라티알,250000,음·식료품 및 담배 도매업,2017-06-08,코스닥,250000.KQ
비투엔,307870,소프트웨어 개발 및 공급업,2018-12-12,코스닥,307870.KQ
비트컴퓨터,032850,소프트웨어 개발 및 공급업,1997-07-04,코스닥,032850.KQ
삐아,451250,기타 화학제품 제조업,2024-04-25,코스닥,451250.KQ
삼륭물산,014970,"골판지, 종이 상자 및 종이용기 제조업",1992-12-29,코스닥,014970.KQ
삼성스팩9호,468510,금융 지원 서비스업,2023-12-04,코스닥,468510.KQ
삼영엠텍,054540,"구조용 금속제품, 탱크 및 증기발생기 제조업",2001-11-15,코스닥,054540.KQ
삼일기업공사,002290,건물 건설업,1992-11-30,코스닥,002290.KQ
삼지전자,037460,통신 및 방송 장비 제조업,1999-12-16,코스닥,037460.KQ
삼화네트웍스,046390,"영화, 비디오물, 방송프로그램 제작 및 배급업",2001-01-11,코스닥,046390.KQ
상보,027580,플라스틱제품 제조업,2007-10-01,코스닥,027580.KQ
서울옥션,063170,상품 중개업,2008-07-01,코스닥,063170.KQ
서호전기,065710,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",2002-07-16,코스닥,065710.KQ
선샤인푸드,217620,음식점업,2015-06-10,코스닥,217620.KQ
세니젠,188260,그외 기타 제품 제조업,2023-11-03,코스닥,188260.KQ
셀트리온제약,068760,의약품 제조업,2006-02-03,코스닥,068760.KQ
셀피글로벌,068940,전자부품 제조업,2010-10-19,코스닥,068940.KQ
손오공,066910,기타 전문 도매업,2005-01-07,코스닥,066910.KQ
솔브레인,357780,기타 화학제품 제조업,2020-08-06,코스닥,357780.KQ
슈프리마에이치큐,094840,통신 및 방송 장비 제조업,2008-07-11,코스닥,094840.KQ
신영스팩10호,472220,금융 지원 서비스업,2024-02-06,코스닥,472220.KQ
쎄크,081180,일반 목적용 기계 제조업,2025-04-28,코스닥,081180.KQ
쓰리에이로직스,177900,반도체 제조업,2024-12-24,코스닥,177900.KQ
씨아이에스,222080,특수 목적용 기계 제조업,2015-09-02,코스닥,222080.KQ
씨엑스아이,900120,기타 금융업,2010-03-31,코스닥,900120.KQ
씨티씨바이오,060590,의약품 제조업,2002-02-21,코스닥,060590.KQ
아모그린텍,125210,전자부품 제조업,2019-03-29,코스닥,125210.KQ
아스플로,159010,일반 목적용 기계 제조업,2021-10-07,코스닥,159010.KQ
아이엠티,451220,특수 목적용 기계 제조업,2023-10-10,코스닥,451220.KQ
아이컴포넌트,059100,전자부품 제조업,2008-12-16,코스닥,059100.KQ
아이크래프트,052460,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",2005-01-03,코스닥,052460.KQ
아이티센글로벌,124500,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",2014-12-23,코스닥,124500.KQ
아티스트컴퍼니,321820,소프트웨어 개발 및 공급업,2021-02-03,코스닥,321820.KQ
알체라,347860,소프트웨어 개발 및 공급업,2020-12-21,코스닥,347860.KQ
알테오젠,196170,자연과학 및 공학 연구개발업,2014-12-12,코스닥,196170.KQ
압타머사이언스,291650,자연과학 및 공학 연구개발업,2020-09-16,코스닥,291650.KQ
얼라인드,238120,사진장비 및 광학기기 제조업,2016-11-03,코스닥,238120.KQ
에브리봇,270660,가정용 기기 제조업,2021-07-28,코스닥,270660.KQ
에스비비테크,389500,일반 목적용 기계 제조업,2022-10-17,코스닥,389500.KQ
에스에프에이,056190,특수 목적용 기계 제조업,2001-12-18,코스닥,056190.KQ
에스티팜,237690,의약품 제조업,2016-06-23,코스닥,237690.KQ
에스피소프트,443670,상품 중개업,2024-02-15,코스닥,443670.KQ
에이아이코리아,364950,특수 목적용 기계 제조업,2025-04-29,코스닥,364950.KQ
에이치엠씨제6호스팩,462020,금융 지원 서비스업,2023-10-13,코스닥,462020.KQ
에이팩트,200470,반도체 제조업,2014-12-26,코스닥,200470.KQ
에코앤드림,101360,기타 화학제품 제조업,2020-07-30,코스닥,101360.KQ
에코플라스틱,038110,자동차 신품 부품 제조업,2000-03-23,코스닥,038110.KQ
에프알텍,073540,통신 및 방송 장비 제조업,2007-05-18,코스닥,073540.KQ
엔브이에이치코리아,067570,자동차 신품 부품 제조업,2013-12-03,코스닥,067570.KQ
엔에스이엔엠,078860,"영화, 비디오물, 방송프로그램 제작 및 배급업",2006-06-27,코스닥,078860.KQ
엘엠에스,073110,전자부품 제조업,2007-10-12,코스닥,073110.KQ
엠에프씨,432980,기초 의약물질 제조업,2024-12-26,코스닥,432980.KQ
엠플러스,259630,특수 목적용 기계 제조업,2017-09-20,코스닥,259630.KQ
예스티,122640,특수 목적용 기계 제조업,2015-12-16,코스닥,122640.KQ
오로라,039830,전문디자인업,2001-01-03,코스닥,039830.KQ
오름테라퓨틱,475830,기초 의약물질 제조업,2025-02-14,코스닥,475830.KQ
오브젠,417860,소프트웨어 개발 및 공급업,2023-01-30,코스닥,417860.KQ
오상자이엘,053980,소프트웨어 개발 및 공급업,2002-04-09,코스닥,053980.KQ
오킨스전자,080580,전자부품 제조업,2014-12-24,코스닥,080580.KQ
올리패스,244460,기초 의약물질 제조업,2019-09-20,코스닥,244460.KQ
옴니시스템,057540,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",2007-09-19,코스닥,057540.KQ
옵티팜,153710,의료용품 및 기타 의약 관련제품 제조업,2018-10-26,코스닥,153710.KQ
와이엠티,251370,기초 화학물질 제조업,2017-04-27,코스닥,251370.KQ
원익큐브,014190,기타 전문 도매업,1996-04-26,코스닥,014190.KQ
원익피앤이,217820,특수 목적용 기계 제조업,2015-12-07,코스닥,217820.KQ
웰크론한텍,076080,건물 건설업,2008-07-18,코스닥,076080.KQ
위메이드플레이,123420,소프트웨어 개발 및 공급업,2010-11-10,코스닥,123420.KQ
위지트,036090,특수 목적용 기계 제조업,1999-12-10,코스닥,036090.KQ
윈팩,097800,반도체 제조업,2013-03-07,코스닥,097800.KQ
유비온,084440,소프트웨어 개발 및 공급업,2022-11-18,코스닥,084440.KQ
유비쿼스홀딩스,078070,기타 금융업,2009-01-23,코스닥,078070.KQ
유신,054930,"건축기술, 엔지니어링 및 관련 기술 서비스업",2002-01-15,코스닥,054930.KQ
유진스팩9호,442130,금융 지원 서비스업,2022-12-01,코스닥,442130.KQ
이노뎁,303530,소프트웨어 개발 및 공급업,2021-06-18,코스닥,303530.KQ
이녹스,088390,그외 기타 운송장비 제조업,2006-10-20,코스닥,088390.KQ
이오플로우,294090,의료용 기기 제조업,2020-09-14,코스닥,294090.KQ
이원컴포텍,088290,자동차 신품 부품 제조업,2009-12-01,코스닥,088290.KQ
인베니아,079950,특수 목적용 기계 제조업,2005-02-04,코스닥,079950.KQ
인지디스플레,037330,전자부품 제조업,1999-12-14,코스닥,037330.KQ
인카금융서비스,211050,보험 및 연금관련 서비스업,2022-02-16,코스닥,211050.KQ
인터로조,119610,의료용 기기 제조업,2010-07-28,코스닥,119610.KQ
일지테크,019540,자동차 신품 부품 제조업,1992-11-03,코스닥,019540.KQ
자이언트스텝,289220,"영화, 비디오물, 방송프로그램 제작 및 배급업",2021-03-24,코스닥,289220.KQ
저스템,417840,특수 목적용 기계 제조업,2022-10-28,코스닥,417840.KQ
제넨바이오,072520,자연과학 및 공학 연구개발업,2004-10-29,코스닥,072520.KQ
제이엠티,094970,전자부품 제조업,2007-10-12,코스닥,094970.KQ
제이투케이바이오,420570,기타 화학제품 제조업,2024-03-25,코스닥,420570.KQ
조아제약,034940,의약품 제조업,1999-08-13,코스닥,034940.KQ
지아이이노베이션,358570,자연과학 및 공학 연구개발업,2023-03-30,코스닥,358570.KQ
지엔씨에너지,119850,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",2013-10-02,코스닥,119850.KQ
진매트릭스,109820,자연과학 및 공학 연구개발업,2009-11-06,코스닥,109820.KQ
천보,278280,기초 화학물질 제조업,2019-02-11,코스닥,278280.KQ
카카오게임즈,293490,소프트웨어 개발 및 공급업,2020-09-10,코스닥,293490.KQ
캐스텍코리아,071850,자동차 신품 부품 제조업,2014-05-27,코스닥,071850.KQ
컬러레이,900310,기타 금융업,2017-08-10,코스닥,900310.KQ
케이씨티,089150,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",2006-12-13,코스닥,089150.KQ
케이씨피드,025880,동물용 사료 및 조제식품 제조업,1995-07-07,코스닥,025880.KQ
케이아이엔엑스,093320,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업",2011-02-08,코스닥,093320.KQ
