date,Inflation,GDP Growth,Unemployment
2023,3.5974562502901,1.35673324311098,2.675
2022,5.08951365062842,2.61267219187226,2.857
2021,2.49833333333339,4.30473481906969,3.639
2020,0.537288023411737,-0.709415359397681,3.931
